Name,SKU,Price,_weight,Description,Featured,Categories,Image
X2O 8 Comp Series Winch by Smittybilt - 98310,S/B98310,649.99,89,"<div>
 <h2>Part Number: S/B98310</h2>
 <ul>
 	<li>Rated Line Pull: 10000 Lbs single-line</li>
 	<li>Gear Train: 3-Stage Planetary</li>
 	<li>Clutch: Rotating Ring Gear</li>
 	<li>Drum Size: Diameter 2.5 (63.5mm) Length 8.75 (222mm)</li>
 	<li>Battery Leads: 25mm</li>
 	<li>Mounting bolt pattern: 10 x 4.50</li>
 	<li>Motor: 5.5hp Series Wound</li>
 	<li>Control: Remote Switch, 12' (3.7m) lead</li>
 	<li>Gear Ratio: 218:1</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Synthetic Rope:94'of 5/16""</li>
 	<li>Finish: Black</li>
 	<li>Weight:88 lbs</li>
 </ul>
 </div>
 The all new Smittybilt X2O 10 10,000 lb winch has all the muscle and peak performance you'll ever need in a winch. The latest X2O winches feature our series wound amphibious technology which completely seals the 5.5 series wound motor as well as the three stage planetary gear system. It has an oversized, completely waterproof, state of the art 500-AMP solenoid that has the versatility to be mounted over the winch motor or winch cable. The new X2O 10 performance is as good as it gets, it has 218:1 gear ratio that delivers lightning fast speed and with our lifetime warranty you can count on the X2O to be there every time in every situation.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/422-winch-7.jpg
XRC8 Comp Series Winch by Smittybilt - 98281,S/B98281,449.99,95,"<div>
 <h2>Part Number: S/B98281</h2>
 <ul>
 	<li>Rated Line Pull: 8000Lbs (3630kgs) single-line</li>
 	<li>Motor: 5.5hp Series Wound</li>
 	<li>Control: Remote Switch, 12' (3.7m) lead</li>
 	<li>Gear Train: 3-Stage Planetary</li>
 	<li>Gear Ratio: 172.8:1</li>
 	<li>Clutch: Rotating Ring Gear</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Drum Size: Diameter 2.5 (63.5mm) Length 8.75 (222mm)</li>
 	<li>Synthetic Rope: 94' 21/64? Diameter (28m, 8.2mm Diameter)</li>
 	<li>Battery Leads: 25mm2, 72(1.83m)</li>
 	<li>Finish: Black</li>
 	<li>Weight: 94.0Lbs (42.5Kgs)</li>
 	<li>Mounting bolt pattern: 10 x 4.50</li>
 </ul>
 </div>
 The new Smittybilt XRC-8 Winch encompasses all the best features you would want in a winch. Every XRC-8 (8,000 LB.) winch features a 5.5HP Series Wound Motor and a Planetary Gear System with 172.8:1 gear ratio that will deliver power and reliability at a economical price. For a recovery system with the muscle and dependability to bail you out of any situation, the XRC-8 has all the heavy-duty toughness you're looking for. SYNTHETIC WINCH ROPE DSK-75 8,000lbs. 94ft.- 1/7th the Weight of Steel Cable - No Kinks, Curls or Wire Splinters to Deal With - Minimal Stretch ? Non Rotational - UV &amp; Abrasive Resistant. Specially coated to prevent slippage of the winch drum. - Comes with a protective sleeve to prevent overheating. XRC COMPETITION ALUMINUM FAIRLEAD - Manufactured from High-Grade Billet Aluminum material. - Protects your synthetic rope from excessive wear. Reduces binding and friction caused by angled pulls and will not fray or tangle your synthetic winch rope. Standard bolt pattern.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/419-winch-6.jpg
VR8000 Winch by Warn - 86245,WAR86245,479.99,95,"<div>
 <h2>Part Number: WAR86245</h2>
 <ul>
 	<li>Rated Line Pull: = 8000 lbs.</li>
 	<li>Voltage: = 12V DC Series Wound</li>
 	<li>Remote Control: = Remote switch, 12 ft. lead</li>
 	<li>Geartrain:= 3-stage Planetary</li>
 	<li>Gear Ratio: = 216.1</li>
 	<li>Size: = 20.80 in. x 6.3 in. x 69.7 in</li>
 	<li>Weight: = 80 lbs.</li>
 	<li>Wire Rope = 94 ft. of 5/16</li>
 	<li>Fairlead = Roller</li>
 	<li>Type of Winch: = Electric</li>
 </ul>
 </div>
 A full 8,000 lb. pulling capacity makes this winch great for lighter trucks, Jeeps, and SUVs. Quick line speed, durable construction, and WARN dependability ensure this winch will come through time and time again. Legendary WARN reliability and performance; 8,000 lb. (3630 kg) capacity Low-profile design will fit most trucks and SUVs Separate control pack for various mounting options Exclusive brake design for superior winching control Durable, smooth, and reliable three-stage planetary geartrain Series-wound motor for plenty of power and fast line speed Remote control with 12' (3.7m) lead 94' of 5/16"" (28.6m of 8mm) diameter wire rope Backed by the full WARN Limited Lifetime Warranty",No,Winches|Warn winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/warn-8k.jpg
XRC10 Comp Series Winch by Smittybilt - 98210,,549.99,0,"<div>
 <h2>Part Number: S/B98210</h2>
 <ul>
 	<li>Rated Line Pull: 10,000Lbs single-line</li>
 	<li>Motor: 5.5 hp series wound</li>
 	<li>Control: Remote Switch</li>
 	<li>Gear Train: 3 Stage Planetary</li>
 	<li>Gear Ratio: 218:1</li>
 	<li>Clutch: Rotating Ring Gear</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Drum Size: Diameter 2.5"" (63mm) Length 9"" (228mm)</li>
 	<li>Synthetic Rope: 94' 21/64"" Diameter</li>
 	<li>Finish: Black</li>
 	<li>Mounting bolt pattern: 10 x 4.50</li>
 </ul>
 </div>
 The Smittybilt Comp-Series XRC-10 Winch encompasses all the best features you would want in a winch. Every XRC-10 (10,000 LB.) winch features a 5.5 HP Series Wound Motor and a Planetary Gear System with 218:1 gear ratio that will deliver power and reliability at a premium price. For a recovery system with the muscle and dependability to bail you out of any situation, the XRC-10 Comp. Series Winch has all the heavy-duty toughness you're looking for. Synthetic Winch Rope DSK-75 8,000lbs. 94ft. - 1/7th the weight of steel cable - No kinks, curls or wire splinters to deal with minimal stretch ? non rotational. UV and abrasive resistant. - Specially coated to prevent slippage of the winch drum. - Comes with a protective sleeve to prevent overheating. XRC Competition Aluminum Fairlead.- Manufactured from high-grade billet aluminum material. - Protects your synthetic rope from excessive wear.- Reduces binding and friction caused by angled pulls and will not fray or tangle your synthetic winch rope.-Standard bolt pattern.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/415-winch5.jpg
X2O 8 Winch by Smittybilt - 97380,S/B97380,399.99,95,"<div>
 <h2>Part Number: S/B97380</h2>
 <ul>
 	<li>Rated Line Pull: 8,000 Lbs (3630kgs) single line</li>
 	<li>Motor:5.5hp Series Wound</li>
 	<li>Control: Remote Switch</li>
 	<li>Gear Train: 3-Stage Planetary</li>
 	<li>Gear Ratio: 180:1</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Drum Size: Diameter 2.5"" (63.5 mm) Length 8.82"" (224 mm)</li>
 	<li>Wire Rope: 3/8"" x 98.5'</li>
 </ul>
 </div>
 The all new Smittybilt X2O 8 8,000 lb winch was developed for the hard core off roader that demands only the best. The X2O winch features our series wound amphibious technology which completely seals the 5.5 series wound motor as well as the three stage planetary gear system. It has an oversized, completely waterproof, state of the art 500-AMP solenoid that has the versatility to be mounted over the winch motor or winch cable. The control handle and hardware are manufactured out of marine grade stainless steel which will give a lifetime of service. Heavy duty rubberized remote control with a front end magnet which makes locating and controlling the hand held remote easier than ever. The new X2O 8 performance is as good as it gets.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/412-winch4.jpg
X2O 10 Winch by Smittybilt - 97310,S/B97310,499.99,95,"<div>
 <h2>Part Number: S/B97310</h2>
 <ul>
 	<li>Rated Line Pull: 10,000 Lbs (4535.92kgs) single line</li>
 	<li>Motor:5.5hp Series Wound</li>
 	<li>Control: Remote Switch</li>
 	<li>Gear Train: 3-Stage Planetary</li>
 	<li>Gear Ratio: 218:1</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Drum Size: Diameter 2.5"" (63.5 mm) Length 8.82"" (224 mm)</li>
 	<li>Wire Rope: 3/8"" x 98'</li>
 </ul>
 </div>
 The all new Smittybilt X2O 10 10,000 lb winch has all the muscle and peak performance you'll ever need in a winch. The latest X2O winches feature our series wound amphibious technology which completely seals the 5.5 series series wound motor as well as the three stage planetary gear system. It has an oversized, completely waterproof, state of the art 500-AMP solenoid that has the versatility to be mounted over the winch motor or winch cable. The new X2O 10 performance is as good as it gets, it has 218:1 gear ratio that delivers lightning fast speed and with our lifetime warranty you can count on the X2O to be there every time in every situation.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/409-winch3.jpg
XRC8 Winch by Smittybilt - 97281,S/B97281,299.99,0,"<div>
 <h2>Part Number: S/B97281</h2>
 <ul>
 	<li>Rated Line Pull: 8000Lbs (3630kgs) single-line</li>
 	<li>Motor: 5.5hp Series Wound</li>
 	<li>Control: Remote Switch, 12' (3.7m) lead</li>
 	<li>Gear Train: 3-Stage Planetary</li>
 	<li>Gear Ratio: 172.8:1</li>
 	<li>Clutch: Rotating Ring Gear</li>
 	<li>Brake: Automatic In-The-Drum</li>
 	<li>Drum Size: Diameter 2.5 (63.5mm) Length8.75 (222mm)</li>
 	<li>Wire Rope: 94' 5/16 Diameter (28m, 8.2mm Diameter)</li>
 	<li>Fairlead: 4-Way Roller</li>
 	<li>Remote Control: Included</li>
 	<li>Recommended Battery: 650CCA Minimum for Winching Battery Leads: 25mm2, 72(1.83m)</li>
 	<li>Finish: Black</li>
 	<li>Weight: 80.5Lbs (36.5Kgs)</li>
 </ul>
 </div>
 The new Smittybilt XRC-8 Winch encompasses all the best features you would want in a winch. Every XRC-8 (8,000 LB.) winch features a 5.5HP Series Wound Motor and a Planetary Gear System with 172.8:1 gear ratio that will deliver power and reliability at a premium price. For a recovery system with the muscle and dependability to bail you out of any situation, the Smittybilt XRC-8 Winch has all the heavy duty toughness you're looking for.
 
 [*]Revolutionary planetary gear system boasts an 8,000 lb. line rating and 172.8:1 gear ratio[*]5.5 hp, 12-volt, Series Wound Motor[*]5/16 x 92' galvanized aircraft cable with replaceable hook included[*]Intuitive design ensures a simple, hassle-free installation of the Smittybilt XRC-8 Winch[*]A heavy duty winching system with great features at an incredible overall value[*]Drum size: Diameter/Length: 2.5 (63.5 mm) x 8.82 (224mm)[*]Mounting bolt pattern: 10 x 4.5 (4 bolts, 3/8) (254 mm x 114.3 mm)[*]Overall Dimension (LxWxH): 22 x 8.1 x 6.3 (557 mm x 205 mm x 160 mm)[*]Total shipping weight: 86 lbs (39.09 kgs)
 
 *Roller Fairlead does not mount to Winch.
 Includes Roller Fairlead, Wired Remote Control, and Hook.
 
 Winch will not work on all aftermarket bumpers. The solenoid box may need to be moved to a different mounting location.",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/403-winch2.jpg
XRC10 Winch by Smittybilt - 97210,S/B97210,399.99,0,"<div>
 <h2>Part Number: S/B97210</h2>
 <ul>
 	<li>Rated Line Pull: = 10000 lbs.</li>
 	<li>Voltage: =12V</li>
 	<li>Motor: =5.5 HP Series Wound Motor</li>
 	<li>Remote Control: = 12 Ft. Lead</li>
 	<li>3 Stage planetary gear system</li>
 	<li>218:1 gear ratio</li>
 	<li>Comes with a automatic load-holding brake</li>
 </ul>
 </div>
 The XRC 10 is the next generation in winch features and technology. The all new 10,000 lb winch has a state of the art 5.5 HP Series Wound Motor that offers unmatched durability, overheat recovery, and a 3 Stage planetary gear sysem with a 218:1 gear ratio to deliver you the power to get you and your buddies out of any situation. All of our winches come complete with the roller fairlead, remote control, hook, and solenoid box. When winching is a part of your everyday wheeling experience, then look to the all new XRC 10 by Smittybilt to be there when you need it most.
 
 [*]Revolutionary planetary gear system boasts an 10,000 lb. line rating and 218:1 gear ratio[*]5.5 hp, 12-volt, Series Wound Motor[*]23/64 x 94' galvanized aircraft cable with replaceable hook included[*]Intuitive design ensures a simple, hassle-free installation of the Smittybilt XRC-10 Winch[*]A heavy duty winching system with great features at an incredible overall value[*]Drum size: Diameter/Length: 2.5 (64 mm) x 8.8' (224 mm)[*]Mounting bolt pattern: 10 x 4.5 (4 bolts, 3/8) (254 mm x 114.3 mm)[*]Overall Dimension (LxWxH): 21.15 x 6.3 x 8.6 (537 mm x 160 mm x 218 mm)[*]Total shipping weight: 94 lbs (42.5 kgs)[*]Includes Wired Remote Control, Roller Fairlead, and Hook[*]**Roller Fairlead Does Not Mount To Winch**",No,Winches|Smittybilt winches|Winches,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/359-winch.jpg
XRC10 Winch by Smittybilt - 97210,,0,0,,No,Uncategorized,
Daylighter Long Range Kit by KC HiLiTES - 233,k/c233,97.99,16,"<div>
 <h2>Part Number: K/C233</h2>
 <ul>
 	<li>Shock mounted</li>
 	<li>6"" round gloss black steel housing</li>
 	<li>100w halogen bulbs</li>
 	<li>Plastic cover included (part # 5202)</li>
 	<li>Pair pack includes DIY wiring harness</li>
 </ul>
 </div>
 KC DAYLIGHTERSÆ are perhaps the most recognized and asked for name in off-road lighting. Their specialized shock mounted 6"" round housing has made them not only a popular choice for trail riding and off-road racing, but also proves useful for agricultural and commercial applications where durability is a key factor. As the original manufacturer of off-road auxiliary lighting, KC HiLiTES not only set the standard for the category with the DaylighterÆ- we created it!",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/944-black-kit.jpg
Daylighter Long Range Kit by KC HiLiTES - 232,K/C232,97.99,16,"<div>
 <h2>Part Number: K/C232</h2>
 <ul>
 	<li>Shock mounted</li>
 	<li>6"" round chrome plated steel housing</li>
 	<li>100w halogen bulbs</li>
 	<li>Plastic cover included (part # 5202)</li>
 	<li>Pair pack includes DIY wiring harness</li>
 </ul>
 </div>
 KC DAYLIGHTERSÆ are perhaps the most recognized and asked for name in off-road lighting. Their specialized shock mounted 6"" round housing has made them not only a popular choice for trail riding and off-road racing, but also proves useful for agricultural and commercial applications where durability is a key factor. As the original manufacturer of off-road auxiliary lighting, KC HiLiTES not only set the standard for the category with the DaylighterÆ- we created it!",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/941-kc-kit-light.jpg
Slimlite Driving Kit by KC HiLiTES - 124,K/C124,164.99,12,"<div>
 <h2>Part Number: K/C124</h2>
 <ul>
 	<li>100 watt halogen bulbs</li>
 	<li>Black</li>
 </ul>
 </div>
 KC SlimLite Kits feature a unique 6"" round housing with a sleek, flat profile that allows them to fit where many other lights won?t. Their optical quality glass lens, halogen bulb and precision polished reflectors combine to generate a super bright and specially focused beam of light. KC offers these lights in the Long Range, Driving and Fog lights, and come in highly polished titanium, brilliant chrome plated and deep black powder coat finish. Titanium lights have the 130 watt Ice Blue halogen bulbs, where the others are clear halogen bulbs. Each SlimLite kit includes two KC SlimLites, two High Impact protective stone guards and pre-terminated wiring harness, Heavy-duty relay and illuminated switch with illustrated installation instructions.",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/928-kc-kit-31.jpg
Driving Slimlite Kit by KC HiLiTES - 123,k/c123,184.99,12,"<div>
 <h2>Part Number: K/C123</h2>
 <ul>
 	<li>100 watt halogen bulbs</li>
 	<li>Chrome</li>
 </ul>
 </div>
 KC SlimLite Kits feature a unique 6"" round housing with a sleek, flat profile that allows them to fit where many other lights won?t. Their optical quality glass lens, halogen bulb and precision polished reflectors combine to generate a super bright and specially focused beam of light. KC offers these lights in the Long Range, Driving and Fog lights, and come in highly polished titanium, brilliant chrome plated and deep black powder coat finish. Titanium lights have the 130 watt Ice Blue halogen bulbs, where the others are clear halogen bulbs. Each SlimLite kit includes two KC SlimLites, two High Impact protective stone guards and pre-terminated wiring harness, Heavy-duty relay and illuminated switch with illustrated installation instructions.",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/931-kc-kit-41.jpg|http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/931-kc-kit-4.jpg|http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/928-kc-kit-3.jpg
Long Range Slimlite Kit by KC HiLiTES - 121,K/C121,177.99,12,"<div>
 <h2>Part Number: K/C121</h2>
 <ul>
 	<li>130 watt halogen bulbs</li>
 	<li>Black</li>
 	<li>Includes all necessary hardware</li>
 	<li>Sold as a pair</li>
 </ul>
 </div>
 KC SlimLite Kits feature a unique 6 round housing with a sleek, flat profile that allows them to fit where many other lights won?t. Their optical quality glass lens, halogen bulb and precision polished reflectors combine to generate a super bright and specially focused beam of light. KC offers these lights in the Long Range, Driving and Fog lights, and come in highly polished titanium, brilliant chrome plated and deep black powder coat finish. Titanium lights have the 130 watt Ice Blue halogen bulbs, where the others are clear halogen bulbs. Each SlimLite kit includes two KC SlimLites, two High Impact protective stone guards and pre-terminated wiring harness, Heavy-duty relay and illuminated switch with illustrated installation instructions.",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/924-kc-kit-2.jpg
Long Range Slimlite Kit by KC HiLiTES - 120,K/C120,199.99,12,"<div>
 <h2>Part Number: K/C120</h2>
 <ul>
 	<li>130 watt halogen bulbs</li>
 	<li>Chrome</li>
 </ul>
 </div>
 KC SlimLite Kits feature a unique 6"" round housing with a sleek, flat profile that allows them to fit where many other lights won?t. Their optical quality glass lens, halogen bulb and precision polished reflectors combine to generate a super bright and specially focused beam of light. KC offers these lights in the Long Range, Driving and Fog lights, and come in highly polished titanium, brilliant chrome plated and deep black powder coat finish. Titanium lights have the 130 watt Ice Blue halogen bulbs, where the others are clear halogen bulbs. Each SlimLite kit includes two KC SlimLites, two High Impact protective stone guards and pre-terminated wiring harness, heavy-duty relay and illuminated switch with illustrated installation instructions.",No,Lighting,http://precisionweldingoffroad:8888/wp-content/uploads/2013/03/919-kc-kit-1.jpg
